Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
TCBIP,"Texas Capital Bancshares, Inc.",25.628,$153.77M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip,NASDAQ
TCBIW,"Texas Capital Bancshares, Inc.",38.61,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw,NASDAQ
TXN,Texas Instruments Incorporated,58.31,$59.15B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn,NASDAQ
TXRH,"Texas Roadhouse, Inc.",34.59,$2.43B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh,NASDAQ
TFSL,TFS Financial Corporation,19.01,$5.51B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl,NASDAQ
TGTX,"TG Therapeutics, Inc.",14.18,$744.73M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx,NASDAQ
ABCO,The Advisory Board Company,54.2,$2.27B,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco,NASDAQ
ANDE,"The Andersons, Inc.",35.11,$983.08M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande,NASDAQ
TBBK,"The Bancorp, Inc.",7.72,$291.49M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk,NASDAQ
BONT,"The Bon-Ton Stores, Inc.",2.14,$44.85M,1991,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont,NASDAQ
CG,The Carlyle Group L.P.,17.86,$5.78B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg,NASDAQ
CAKE,The Cheesecake Factory Incorporated,47.27,$2.33B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake,NASDAQ
CHEF,"The Chefs&#39; Warehouse, Inc.",18.93,$497.69M,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef,NASDAQ
TCFC,The Community Financial Corporation,21.6,$101.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc,NASDAQ
DSGX,The Descartes Systems Group Inc.,19.67,$1.49B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx,NASDAQ
DXYN,"The Dixie Group, Inc.",5.63,$90.12M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn,NASDAQ
ENSG,"The Ensign Group, Inc.",47.97,$1.23B,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg,NASDAQ
XONE,The ExOne Company,9.95,$144.52M,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/xone,NASDAQ
FINL,"The Finish Line, Inc.",16.54,$741.76M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl,NASDAQ
FBMS,"The First Bancshares, Inc.",18.26,$98.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms,NASDAQ
FLIC,The First of Long Island Corporation,31.38,$442.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic,NASDAQ
TFM,"The Fresh Market, Inc.",24.43,$1.19B,2010,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/tfm,NASDAQ
GT,The Goodyear Tire & Rubber Company,35,$9.41B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt,NASDAQ
HABT,"The Habit Restaurants, Inc.",24.2,$629.23M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt,NASDAQ
HCKT,"The Hackett Group, Inc.",18.6,$546.52M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt,NASDAQ
HAIN,"The Hain Celestial Group, Inc.",41.19,$4.24B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain,NASDAQ
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.96,$38.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba,NASDAQ
INTG,The Intergroup Corporation,25.82,$61.58M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg,NASDAQ
JYNT,The Joint Corp.,5.97,$59.14M,2014,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt,NASDAQ
KEYW,The KEYW Holding Corporation,6.5,$259.58M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw,NASDAQ
KHC,The Kraft Heinz Company,74.47,$90.37B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc,NASDAQ
MDCO,The Medicines Company,41.29,$2.87B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco,NASDAQ
MIK,"The Michaels Companies, Inc.",22.14,$4.61B,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik,NASDAQ
MIDD,The Middleby Corporation,111.02,$6.36B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd,NASDAQ
NAVG,"The Navigators Group, Inc.",87.61,$1.26B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg,NASDAQ
STKS,"The ONE Group Hospitality, Inc.",2.68,$66.93M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/stks,NASDAQ
PCLN,The Priceline Group Inc. ,1282.5,$63.85B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln,NASDAQ
PRSC,The Providence Service Corporation,48.19,$740.85M,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc,NASDAQ
BITE,The Restaurant ETF,24.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bite,NASDAQ
RMRAV,The RMR Group Inc.,n/a,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rmrav,NASDAQ
SPNC,The Spectranetics Corporation,13.98,$596.07M,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/spnc,NASDAQ
ULTI,"The Ultimate Software Group, Inc.",197.36,$5.66B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti,NASDAQ
YORW,The York Water Company,23.81,$304.57M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw,NASDAQ
NCTY,The9 Limited,3.49,$100.51M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty,NASDAQ
TBPH,"Theravance Biopharma, Inc.",19.22,$727.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph,NASDAQ
THRX,"Theravance, Inc.",9.23,$1.08B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thrx,NASDAQ
TST,"TheStreet, Inc.",1.7,$59.28M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst,NASDAQ
TCRD,"THL Credit, Inc.",11.89,$396.39M,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd,NASDAQ
THLD,"Threshold Pharmaceuticals, Inc.",3.58,$255.82M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thld,NASDAQ
THTI,"THT Heat Transfer Technology, Inc.",0.7699,$15.75M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/thti,NASDAQ
TICC,TICC Capital Corp.,6.96,$417.52M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc,NASDAQ
TTS,"Tile Shop Hldgs, Inc.",17.01,$873.91M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts,NASDAQ
TIL,Till Capital Ltd.,4.1501,$14.23M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/til,NASDAQ
TSBK,"Timberland Bancorp, Inc.",12.75,$89.93M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk,NASDAQ
TIPT,Tiptree Financial Inc.,7,$301.19M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/tipt,NASDAQ
TITN,Titan Machinery Inc.,12.28,$264.92M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn,NASDAQ
TTNP,"Titan Pharmaceuticals, Inc.",5.13,$102.91M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp,NASDAQ
TIVO,TiVo Inc.,9,$882.5M,1999,Consumer Services,Television Services,http://www.nasdaq.com/symbol/tivo,NASDAQ
TMUS,"T-Mobile US, Inc.",36.18,$29.52B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus,NASDAQ
TMUSP,"T-Mobile US, Inc.",63.32,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmusp,NASDAQ
TBRA,"Tobira Therapeutics, Inc.",13.55,$254.88M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbra,NASDAQ
TKAI,"Tokai Pharmaceuticals, Inc.",11.45,$258.59M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tkai,NASDAQ
TNXP,Tonix Pharmaceuticals Holding Corp.,7.23,$136.15M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp,NASDAQ
TISA,"Top Image Systems, Ltd.",3.39,$60.72M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa,NASDAQ
TOPS,TOP Ships Inc.,0.8,$16.64M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops,NASDAQ
TORM          ,TOR Minerals International Inc,4.8399,$14.59M,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm          ,NASDAQ
TRCH,"Torchlight Energy Resources, Inc.",1.44,$44.99M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch,NASDAQ
TSEM,Tower Semiconductor Ltd.,15.9,$1.23B,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem,NASDAQ
TW,Towers Watson & Co.,136.2,$9.46B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/tw,NASDAQ
TWER,Towerstream Corporation,0.45,$30.05M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/twer,NASDAQ
CLUB,"Town Sports International Holdings, Inc.",1.69,$42.05M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club,NASDAQ
TOWN,Towne Bank,22.51,$1.16B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/town,NASDAQ
TCON,"TRACON Pharmaceuticals, Inc.",11.5,$140.02M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon,NASDAQ
TSCO,Tractor Supply Company,89.66,$12.04B,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco,NASDAQ
TWMC,Trans World Entertainment Corp.,3.79,$117.98M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/twmc,NASDAQ
TACT,TransAct Technologies Incorporated,9.21,$71.42M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact,NASDAQ
TRNS,"Transcat, Inc.",9.64,$66.51M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/trns,NASDAQ
TBIO,"Transgenomic, Inc.",1.14,$15.86M,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/tbio,NASDAQ
TGA,Transglobe Energy Corp,2.15,$155.24M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tga,NASDAQ
TTHI,"Transition Therapeutics, Inc.",1.91,$74.26M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/tthi,NASDAQ
TZOO,Travelzoo Inc.,8.64,$127.27M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo,NASDAQ
TRVN,"Trevena, Inc.",12.08,$613.27M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn,NASDAQ
TCBK,TriCo Bancshares,29.32,$667.45M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk,NASDAQ
TRIL,Trillium Therapeutics Inc.,14.12,$103.74M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril,NASDAQ
TRS,TriMas Corporation,21.78,$986.25M,2007,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/trs,NASDAQ
TRMB,Trimble Navigation Limited,22.78,$5.71B,1990,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trmb,NASDAQ
TRIB,Trinity Biotech plc,12,$282.93M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib,NASDAQ
TRIP,"TripAdvisor, Inc.",82.93,$11.96B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip,NASDAQ
TSC,"TriState Capital Holdings, Inc.",13.21,$370.25M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc,NASDAQ
TBK,"Triumph Bancorp, Inc.",17.22,$310.65M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk,NASDAQ
TRIV,"TriVascular Technologies, Inc.",6.8601,$141.12M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/triv,NASDAQ
TROV,"TrovaGene, Inc.",6.34,$188.44M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov,NASDAQ
TROVU,"TrovaGene, Inc.",17.09,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trovu,NASDAQ
TROVW,"TrovaGene, Inc.",3.3848,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trovw,NASDAQ
TRUE,"TrueCar, Inc.",7.75,$640.82M,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/true,NASDAQ
THST,"Truett-Hurst, Inc.",1.022,$4.12M,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/thst,NASDAQ
TRST,TrustCo Bank Corp NY,6.52,$621.1M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trst,NASDAQ
TRMK,Trustmark Corporation,25.27,$1.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trmk,NASDAQ
TSRI,"TSR, Inc.",4.83,$9.48M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri,NASDAQ
TTMI,"TTM Technologies, Inc.",8.08,$800.99M,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi,NASDAQ
TUBE,"TubeMogul, Inc.",12.15,$425.83M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tube,NASDAQ
TCX,Tucows Inc.,23.83,$254.07M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx,NASDAQ
TUES,Tuesday Morning Corp.,6.48,$287.23M,1999,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tues,NASDAQ
TOUR,Tuniu Corporation,15.68,$1.54B,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tour,NASDAQ
HEAR,Turtle Beach Corporation,2.3,$97.79M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hear,NASDAQ
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,23.62,$42.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tuti,NASDAQ
TUTT,Tuttle Tactical Management U.S. Core ETF,22.94,$68.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tutt,NASDAQ
FOX,"Twenty-First Century Fox, Inc.",30.26,$59.59B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/fox,NASDAQ
FOXA,"Twenty-First Century Fox, Inc.",29.73,$36.3B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/foxa,NASDAQ
TWIN,"Twin Disc, Incorporated",11.23,$127.48M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin,NASDAQ
TRCB,Two River Bancorp,9.5,$75.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trcb,NASDAQ
USCR,"U S Concrete, Inc.",59.05,$865.36M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/uscr,NASDAQ
PRTS,"U.S. Auto Parts Network, Inc.",2.45,$83.5M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prts,NASDAQ
USEG,U.S. Energy Corp.,0.2403,$6.81M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/useg,NASDAQ
GROW,"U.S. Global Investors, Inc.",1.2664,$19.39M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow,NASDAQ
UREE,"U.S. Rare Earths, Inc.",0.395,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uree,NASDAQ
UBIC,"UBIC, Inc.",13.02,$231.05M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/ubic,NASDAQ
UBNT,"Ubiquiti Networks, Inc.",35.01,$2.96B,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt,NASDAQ
UFPT,"UFP Technologies, Inc.",23.95,$170.96M,1993,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/ufpt,NASDAQ
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",165.83,$10.6B,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ulta,NASDAQ
UCTT,"Ultra Clean Holdings, Inc.",5.35,$172.56M,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/uctt,NASDAQ
RARE,Ultragenyx Pharmaceutical Inc.,102.35,$3.97B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rare,NASDAQ
ULBI,Ultralife Corporation,6.97,$106.08M,1992,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ulbi,NASDAQ
ULTR,Ultrapetrol (Bahamas) Limited,0.49,$68.96M,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ultr,NASDAQ
UTEK,"Ultratech, Inc.",16.7,$441.41M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/utek,NASDAQ
UMBF,UMB Financial Corporation,52.83,$2.6B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/umbf,NASDAQ
UMPQ,Umpqua Holdings Corporation,17.77,$3.91B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/umpq,NASDAQ
UNAM,Unico American Corporation,9.3,$49.56M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/unam,NASDAQ
UNIS,Unilife Corporation,0.7347,$102.3M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/unis,NASDAQ
UBSH,Union Bankshares Corporation,26.85,$1.21B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh,NASDAQ
UNB,"Union Bankshares, Inc.",27.9999,$124.8M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unb,NASDAQ
UNXL,"Uni-Pixel, Inc.",0.7251,$14.18M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/unxl,NASDAQ
QURE,uniQure N.V.,19.8,$449.71M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qure,NASDAQ
UBCP,"United Bancorp, Inc.",9.1927,$49.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp,NASDAQ
UBOH,"United Bancshares, Inc.",17.45,$58.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uboh,NASDAQ
UBSI,"United Bankshares, Inc.",42.36,$2.95B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsi,NASDAQ
UCBA,United Community Bancorp,14.95,$62.81M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ucba,NASDAQ
UCBI,"United Community Banks, Inc.",21.19,$1.51B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ucbi,NASDAQ
UCFC,United Community Financial Corp.,5.93,$282.41M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ucfc,NASDAQ
UDF,United Development Funding IV,17.7,$542.91M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udf,NASDAQ
UBNK,"United Financial Bancorp, Inc.",13.98,$692.58M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ubnk,NASDAQ
UFCS,"United Fire Group, Inc",39.73,$996.28M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ufcs,NASDAQ
UIHC,United Insurance Holdings Corp.,18.95,$407.95M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uihc,NASDAQ
UNFI,"United Natural Foods, Inc.",43.66,$2.19B,1996,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/unfi,NASDAQ
UNTD,"United Online, Inc.",11.62,$172.19M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/untd,NASDAQ
UBFO,United Security Bancshares,5.3,$84.23M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubfo,NASDAQ
USBI,"United Security Bancshares, Inc.",8.6799,$52.46M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usbi,NASDAQ
USLM,"United States Lime & Minerals, Inc.",54.8,$306.86M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uslm,NASDAQ
UTHR,United Therapeutics Corporation,159,$7.26B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/uthr,NASDAQ
UG,"United-Guardian, Inc.",18.4,$84.57M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ug,NASDAQ
UNTY,"Unity Bancorp, Inc.",10.4,$87.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unty,NASDAQ
OLED,Universal Display Corporation,53.33,$2.49B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/oled,NASDAQ
UEIC,Universal Electronics Inc.,52.89,$766.83M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ueic,NASDAQ
UFPI,"Universal Forest Products, Inc.",77.16,$1.55B,1993,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/ufpi,NASDAQ
USAP,"Universal Stainless & Alloy Products, Inc.",10.54,$74.86M,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/usap,NASDAQ
UACL,"Universal Truckload Services, Inc.",15.96,$452.92M,2005,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/uacl,NASDAQ
UVSP,Univest Corporation of Pennsylvania,20.87,$407.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp,NASDAQ
UPIP,"Unwired Planet, Inc.",0.97,$109.6M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upip,NASDAQ
UPLD,"Upland Software, Inc.",7.58,$117.9M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upld,NASDAQ
URRE,"Uranium Resources, Inc.",0.598,$30.35M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urre,NASDAQ
URBN,"Urban Outfitters, Inc.",22.47,$2.79B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/urbn,NASDAQ
ECOL,"US Ecology, Inc.",39.69,$862.67M,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ecol,NASDAQ
DTYS,US Trsy 10-Year Bear ETN Ipath,19.12,$60.06M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys,NASDAQ
DTYL,US Trsy 10-Year Bull ETN Ipath,75.37,$5.43M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl,NASDAQ
DTUS,US Trsy 2-Year Bear ETN Ipath,32.34,$12.09M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus,NASDAQ
DFVS,US Trsy 5-Year Bear ETN Ipath,31.34,$1.58M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs,NASDAQ
FLAT,US Trsy Flattener ETN Ipath,60.1,$4.99M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat,NASDAQ
DLBS,US Trsy Long Bond Bear ETN Ipath,20.49,$17M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs,NASDAQ
DLBL,US Trsy Long Bond Bull ETN Ipath,73.53,$4.14M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl,NASDAQ
STPP,US Trsy Steepener ETN Ipath,35.46,$14.43M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp,NASDAQ
USAT,"USA Technologies, Inc.",3.37,$120.95M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usat,NASDAQ
USATP,"USA Technologies, Inc.",15.95,$7.1M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usatp,NASDAQ
USAK,"USA Truck, Inc.",19.9,$201.87M,1992,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/usak,NASDAQ
USMD,"USMD Holdings, Inc.",7.44,$81.95M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/usmd,NASDAQ
UTMD,"Utah Medical Products, Inc.",57.2,$214.52M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd,NASDAQ
UTIW,UTi Worldwide Inc.,6.98,$740.31M,2000,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/utiw,NASDAQ
UTSI,UTStarcom Holdings Corp,2.47,$91.89M,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/utsi,NASDAQ
VLRX,"Valeritas, Inc.",8.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vlrx,NASDAQ
VALX,Validea Market Legends ETF,24.3099,$23.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/valx,NASDAQ
VALU,"Value Line, Inc.",15.18,$148.66M,1983,Finance,Investment Managers,http://www.nasdaq.com/symbol/valu,NASDAQ
VNDA,Vanda Pharmaceuticals Inc.,9.67,$414.02M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vnda,NASDAQ
VWOB,Vanguard Emerging Markets Government Bond ETF,75.59,$408.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vwob,NASDAQ
VNQI,Vanguard Global ex-U.S. Real Estate ETF,53.25,$3.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vnqi,NASDAQ
VGIT,Vanguard Intermediate -Term Government Bond ETF,64.78,$356.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgit,NASDAQ
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,85.32,$5.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcit,NASDAQ
VCLT,Vanguard Long-Term Corporate Bond ETF,86.49,$1.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vclt,NASDAQ
VGLT,Vanguard Long-Term Government Bond ETF,75.92,$129.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vglt,NASDAQ
